popularity
71
63
32
64
18
45
60
55
25
2
64
32
22
46
32
81
5
51
51
59
39
43
41
34
71
27
68
60
47
35
21
29
24
21
35
65
15
72
49
67
36
43
38
28
41
25
24
21
49
4
58
32
57
54
33
47
60
47
45
40
61
44
31
76
31
46
27
41
40
23
44
36
23
18
56
38
55
1
65
14
43
13
41
11
39
39
24
51
13
8
45
24
32
42
47
21
33
48
14
45
54
21
21
53
27
41
71
21
57
51
14
37
45
9
15
83
31
56
51
41
51
31
80
63
34
30
43
82
49
34
28
56
57
53
55
34
56
32
33
10
49
43
34
57
45
35
4
36
52
43
9
55
70
39
35
61
54
42
43
43
48
60
56
43
13
35
84
35
30
21
79
16
37
52
42
55
15
14
56
65
8
25
19
13
55
18
69
32
28
20
42
22
47
27
53
28
68
1
30
19
14
8
18
4
37
61
10
41
9
34
13
54
20
51
28
17
35
34
13
29
28
67
61
60
52
46
5
20
26
75
22
27
17
14
34
25
16
41
20
58
67
55
20
30
27
16
23
40
56
22
57
55
19
55
15
23
17
66
49
50
33
52
39
44
52
45
71
68
16
58
35
21
52
53
77
43
71
28
65
8
9
72
10
38
17
12
44
21
63
52
58
25
53
16
69
20
52
60
30
44
53
41
33
52
41
27
50
22
24
2
38
72
23
40
18
75
36
39
45
47
65
29
22
20
62
54
47
24
12
4
20
46
45
35
39
45
23
28
15
19
69
63
12
51
50
58
47
40
45
48
48
9
12
44
47
35
13
42
42
20
76
20
36
48
57
5
48
51
56
19
13
37
62
13
43
40
49
6
37
20
32
64
33
29
47
55
58
34
21
57
20
44
35
33
82
1
46
21
52
38
10
39
45
32
56
45
46
14
25
39
53
25
47
64
12
37
59
39
24
19
52
26
42
43
32
20
46
68
51
5
17
62
51
64
24
17
39
69
23
60
65
72
68
42
57
42
7
1
19
68
80
39
66
56
62
38
30
25
7
13
55
39
29
21
29
41
46
44
29
40
48
7
86
19
42
50
54
19
22
48
42
68
53
72
18
52
26
46
9
35
67
65
61
27
36
73
50
36
9
23
21
55
16
46
24
18
41
33
12
82
75
34
75
41
22
42
17
45
19
51
61
5
34
34
34
57
47
22
37
18
19
22
28
21
51
72
43
52
12
50
55
56
20
59
65
31
66
29
69
23
54
28
55
38
60
17
66
18
39
53
19
53
24
51
82
43
16
38
45
25
24
21
37
22
41
35
59
22
26
28
37
44
58
26
34
13
38
34
42
12
34
40
22
57
34
67
42
40
52
8
17
53
71
18
36
63
35
48
47
39
32
48
73
54
33
43
32
40
31
3
56
36
42
69
40
50
25
37
57
20
41
7
45
26
50
43
18
32
46
41
13
5
61
23
18
34
18
20
67
11
21
12
59
28
27
48
56
33
52
23
58
34
28
20
29
37
54
31
5
67
59
23
30
20
45
31
40
28
28
19
42
50
30
49
37
77
56
18
22
2
39
92
50
28
25
23
67
97
38
37
49
35
44
27
9
48
2
54
10
37
51
25
78
81
32
58
41
20
43
52
51
55
36
43
27
58
39
53
26
22
76
51
44
35
36
41
37
38
52
48
21
7
3
39
38
18
16
62
54
24
57
55
24
33
13
39
49
9
42
59
22
25
48
66
74
56
62
19
25
29
56
11
45
20
13
38
72
28
49
78
22
70
30
49
47
21
68
39
42
53
20
7
52
61
27
49
51
38
22
44
5
26
21
24
36
22
22
50
44
57
33
58
26
16
23
38
73
75
60
52
69
37
1
32
23
35
52
43
69
40
50
64
40
61
43
51
57
30
66
31
27
48
40
60
48
29
48
31
47
21
45
53
37
48
23
44
34
67
67
47
23
41
43
13
56
51
29
33
27
57
46
22
59
25
42
52
45
61
45
25
13
67
23
42
35
18
37
70
64
20
48
47
61
57
52
46
21
54
25
37
38
18
21
26
24
22
27
63
54
31
22
27
61
3
33
49
53
25
20
17
21
63
3
24
40
56
27
43
19
23
30
45
57
26
26
25
32
23
52
23
26
24
28
39
28
17
50
23
48
72
45
33
25
7
13
44
67
59
55
39
42
28
18
23
46
67
48
54
60
30
61
35
45
2
39
69
11
52
34
23
36
27
57
7
63
41
33
50
25
34
16
61
44
42
21
5
30
47
26
38
85
75
27
81
66
22
35
35
68
51
44
38
38
42
20
29
62
62
16
22
60
47
38
28
29
9
13
68
30
57
44
47
67
32
40
11
54
33
40
43
52
22
62
44
23
52
47
23
37
24
47
52
47
35
25
18
75
43
42
28
43
5
48
21
45
17
21
22
1
17
56
30
27
84
39
21
34
66
58
19
56
34
28
30
46
45
46
17
46
48
41
78
43
51
20
14
60
18
43
41
60
13
44
30
23
42
65
62
20
25
45
32
24
37
21
24
41
73
20
40
48
20
68
29
10
46
39
50
73
22
27
13
42
55
27
76
11
72
41
20
13
71
59
65
46
19
43
20
18
71
54
21
33
18
66
16
50
66
67
20
79
26
37
76
32
56
62
47
43
36
43
28
22
25
16
52
45
11
69
51
38
43
58
45
1
39
70
25
60
67
65
49
21
16
43
54
42
81
45
46
17
31
25
35
63
63
14
22
24
42
13
55
60
42
33
24
39
46
23
26
60
29
64
19
15
49
21
51
13
47
40
25
50
38
29
31
72
70
51
63
19
79
57
48
59
29
55
28
74
88
43
53
20
51
60
49
15
12
48
11
37
46
25
38
19
50
22
40
30
14
1
40
38
64
17
6
65
24
22
25
43
35
24
1
14
62
53
22
41
64
11
17
29
27
18
24
41
9
53
74
39
21
43
69
62
60
24
45
30
23
11
58
51
13
41
28
20
33
2
24
46
28
51
46
16
12
15
45
28
27
58
18
48
65
26
11
23
16
38
16
57
66
44
42
21
19
34
35
27
2
53
28
33
26
38
45
46
19
47
20
48
35
31
31
28
47
23
65
46
39
45
2
56
32
37
47
16
20
33
38
16
14
11
62
36
2
26
13
49
40
23
58
8
24
57
29
27
20
20
19
14
25
61
42
18
53
70
38
83
1
30
1
7
44
25
49
54
23
30
62
23
9
36
1
47
60
68
43
48
20
10
53
35
13
39
55
65
69
60
31
61
60
61
24
43
32
16
26
47
49
37
60
22
57
51
48
22
40
19
12
13
45
32
31
65
29
43
41
25
42
63
48
45
64
21
27
67
51
60
47
50
44
31
32
13
57
20
45
56
11
41
13
57
62
48
59
33
43
35
60
1
44
54
43
35
31
27
44
48
15
70
67
8
53
60
21
58
20
12
49
47
47
74
46
42
37
38
24
25
31
56
56
18
72
24
42
35
39
49
29
28
35
24
22
58
58
59
30
5
38
35
55
34
17
38
61
23
66
46
25
40
46
36
18
34
46
20
40
52
35
22
42
71
2
38
46
51
50
62
69
62
21
23
43
28
41
57
17
29
53
65
55
44
51
53
2
54
26
30
16
55
33
32
18
64
10
57
20
44
17
50
46
35
21
37
15
26
26
24
23
39
4
23
41
23
19
33
24
42
20
60
37
19
44
44
3
25
67
34
24
13
52
31
63
21
32
12
24
68
19
38
20
59
19
52
40
18
47
47
43
21
24
39
57
17
83
76
32
3
44
61
34
53
23
10
80
38
81
44
22
50
18
55
57
64
21
33
37
14
58
29
27
35
21
5
59
32
1
36
52
25
19
25
36
36
27
54
32
74
37
22
2
32
37
47
47
27
46
51
13
7
27
45
48
34
19
51
47
60
22
5
56
70
47
30
35
18
69
47
48
2
40
44
52
27
19
37
26
17
28
42
64
57
31
40
41
30
6
63
40
75
29
55
35
73
52
62
39
14
18
23
37
39
16
53
27
40
47
34
43
20
19
46
24
62
80
72
22
65
58
1
7
57
54
18
6
12
20
53
37
21
28
40
29
29
35
33
56
21
53
18
20
27
24
52
15
20
21
25
28
17
40
58
46
56
34
11
55
24
63
22
40
54
50
43
77
59
73
21
88
35
49
35
43
38
39
31
36
9
45
19
66
35
21
22
12
22
18
37
68
71
22
38
45
47
21
7
39
68
63
25
21
56
32
8
44
27
46
64
40
34
60
30
45
40
17
22
14
60
28
54
37
37
52
61
11
13
22
44
49
21
59
71
26
63
48
32
21
39
71
24
61
60
62
43
48
22
47
2
5
22
19
45
43
40
65
26
36
36
57
76
18
41
22
84
25
12
60
65
30
43
26
18
34
1
50
60
60
31
21
47
31
49
21
60
49
21
41
27
23
30
36
70
38
50
48
23
48
27
76
48
64
44
8
61
27
42
7
59
72
49
24
39
26
52
38
22
20
54
60
28
63
56
23
36
41
38
23
41
36
47
66
21
28
36
61
41
9
36
17
44
59
15
46
60
12
1
22
26
39
39
44
59
46
28
54
48
58
38
44
27
16
40
20
52
15
49
20
64
38
44
73
58
55
18
24
50
25
28
44
40
53
48
31
39
53
52
18
24
41
14
31
49
15
47
16
13
36
26
57
65
36
56
22
22
30
40
53
58
9
47
56
27
32
17
47
18
44
48
18
24
23
42
73
17
14
63
1
30
1
17
68
10
35
25
23
49
74
22
38
30
79
37
26
46
17
47
28
29
40
43
65
40
3
48
31
28
45
20
26
72
27
46
28
35
57
58
39
54
53
7
9
46
18
47
37
38
1
46
39
26
43
37
61
57
51
37
30
57
23
31
17
55
48
49
28
11
27
11
46
32
8
29
23
33
34
24
55
39
21
60
54
44
41
33
45
6
36
69
21
24
37
65
49
78
14
28
61
24
47
29
28
16
36
58
37
12
69
42
17
15
24
41
22
22
57
20
20
17
36
44
34
10
23
21
28
53
24
60
21
30
38
51
45
24
58
23
23
60
24
60
47
63
34
26
37
23
46
65
63
60
48
37
41
46
23
38
32
38
34
27
42
1
19
52
49
58
22
80
57
40
56
22
44
20
44
22
43
27
37
31
48
34
50
59
25
36
45
30
20
48
33
22
24
25
24
66
59
27
71
42
40
22
16
40
58
43
62
22
49
57
38
47
57
19
22
35
35
22
26
23
22
42
6
26
70
54
35
22
49
59
36
38
32
37
15
22
1
47
5
33
48
49
48
62
60
57
2
59
26
26
1
63
30
20
43
51
42
23
44
29
58
58
45
26
19
40
23
52
34
31
28
41
8
25
30
45
52
48
27
27
47
52
64
71
21
